sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition
68371799,Archfiend Commander,"Effect Monster,Fiend","If you control an ""Archfiend"" card, you can Special Summon this card (from your hand), but it cannot attack this turn. You can only Special Summon ""Archfiend Commander"" once per turn this way. When Special Summoned this way: Target 1 ""Archfiend"" card you control;destroy that target. When this card is Tribute Summoned: You can target 1 Level 6 ""Archfiend"" monster in your Graveyard; Special Summon that target in face-up Defense Position.                    ",2500,1200,6,DARK,
28423537,"Archfiend Emperor, the First Lord of Horror","Effect Monster,Fiend","You can Normal Summon this card without Tributing, but its original ATK and DEF become halved. If Summoned this way, it is destroyed during the End Phase. You cannot Special Summon any monsters, except Fiend-Type monsters. Once per turn: You can banish 1 ""Archfiend"" card from your hand or Graveyard, then target 1 card on the field; destroy that target.                    ",3000,2000,8,DARK,
31766317,Archfiend Empress,"Effect Monster,Fiend","If (exactly) 1 face-up DARK Fiend-Type monster on the field, except this card, would be destroyed, you can remove from play 1 DARK Fiend-Type monster from your Graveyard, instead. When this card is destroyed and sent from the field to the Graveyard, you can select 1 Level 6 or higher DARK Fiend-Type monster in your Graveyard, except ""Archfiend Empress"", and Special Summon it.                    ",2900,2100,8,DARK,
48675364,Archfiend General,"Effect Monster,Fiend","You can discard this card to the GY; add 1 ""Pandemonium"" from your Deck to your hand. If ""Pandemonium"" is not on the field, destroy this card.                    ",2100,800,4,DARK,
84341431,Archfiend Giant,"Effect Monster,Fiend","If this face-up card on the field would be destroyed by a card effect, you can pay 500 Life Points instead. This effect can only be used once while this card is face-up on the field. If this card is destroyed by a card effect and sent to the Graveyard: You can Special Summon 1 ""Archfiend"" monster from your hand.                    ",2400,1600,6,DARK,
66540884,Archfiend Heiress,"Effect Monster,Fiend","If this card is sent to the Graveyard because of a card effect or being destroyed by battle: You can add 1 ""Archfiend"" card from your Deck to your hand, except ""Archfiend Heiress"". You can only use the effect of ""Archfiend Heiress"" once per turn.                    ",1000,0,3,DARK,
14430063,Archfiend Interceptor,"Effect Monster,Fiend","While you control this face-up Attack Position card, when an opponent's monster declares an attack, inflict 500 damage to your opponent.                    ",1400,1600,4,DARK,
50287060,Archfiend of Gilfer,"Effect Monster,Fiend","When this card is sent to the Graveyard, you can select 1 monster on the field and equip it with this card. The equipped monster loses 500 ATK.                    ",2200,2500,6,DARK,
49881766,Archfiend Soldier,"Normal Monster,Fiend",An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.                    ,1900,1500,4,DARK,
59969392,Archfiend Zombie-Skull,"Effect Monster,Zombie",Plaguespreader Zombie + 2 or more non-Tuner Zombie-Type monsters face-up Zombie-Type monsters you control cannot be destroyed by card effects.                    ,2500,1200,6,DARK,
53008933,Archfiend's Advent,"Effect Monster,Fiend","While you control ""Shining Sarcophagus"", you can Normal Summon this card without Tributing. Other monsters you control gain 500 ATK, during your turn only. If this card is Normal or Special Summoned: You can target 1 monster your opponent controls; take control of it until the End Phase, but that monster cannot attack unless you controlled ""Shining Sarcophagus"" when this effect was activated. You can only use this effect of ""Archfiend's Advent"" once per turn.                    ",2500,1200,6,DARK,
61248471,Archfiend's Ascent,"Effect Monster,Fiend","This card's name becomes ""Summoned Skull"" on the field, but is still treated as an ""Archfiend"" card. If ""Summoned Skull(s)"" you control would be destroyed by battle or card effect, you can detach 1 material from this card instead. If this Xyz Summoned card you control is sent to your GY by an opponent's card: You can Special Summon 1 ""Summoned Skull"" from your hand, Deck, or GY.                    ",2500,1200,6,DARK,2 Level 6 monsters
95825679,Archfiend's Awakening,"Effect Monster,Fiend","You can Ritual Summon this card with ""Contract with the Abyss"". This card's name becomes ""Summoned Skull"" on the field, but is still treated as an ""Archfiend"" card. Cannot be destroyed by battle, except by battle with a Ritual Monster, and cannot be destroyed by monster effects, except those of Ritual Monsters. If this Ritual Summoned card you control is sent to your GY by an opponent's card: You can Special Summon 1 ""Summoned Skull"" from your hand, Deck, or GY.                    ",2500,1200,6,DARK,
64635042,Archfiend's Call,"Effect Monster,Fiend","This card's name becomes ""Summoned Skull"" on the field, but is still treated as an ""Archfiend"" card. Your opponent cannot target any ""Summoned Skull"" you control with card effects. If this Synchro Summoned card you control is sent to your GY by an opponent's card: You can Special Summon 1 ""Summoned Skull"" from your hand, Deck, or GY.                    ",2500,1200,6,DARK,1 Tuner + 1+ non-Tuner monsters
32775808,Archfiend's Manifestation,"Effect Monster,Fiend","This card's name becomes ""Summoned Skull"" on the field, but is still treated as an ""Archfiend"" card. All ""Summoned Skull"" you control gain 500 ATK. If this Fusion Summoned card you control is sent to your GY by an opponent's card: You can Special Summon 1 ""Summoned Skull"" from your hand, Deck, or GY.                    ",2500,1200,6,DARK,"""Summon Skull"" + 1 DARK monster"
06728559,Archnemeses Protos,"Effect Monster,Wyrm","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 monsters with different Attributes from your GY and/or face-up field. Cannot be destroyed by card effects. You can declare 1 monster Attribute on the field; destroy all monsters on the field with that Attribute, also until the end of the next turn, neither player can Special Summon monsters with that Attribute. You can only use this effect of ""Archnemeses Protos"" once per turn.                    ",2500,3000,11,DARK,
40706444,Argostars - Adventurous Arion,"Effect Monster,Warrior","Once per turn, you can also Xyz Summon ""Argostars - Adventurous Arion"" by using 1 ""Argostars"" monster you control (transfer its materials to this card). If this card is Xyz Summoned: You can add 1 ""Argostars"" Spell from your Deck to your hand. During the Standby Phase: You can detach 2 materials from this card; place up to 3 ""Argostars"" Continuous Traps from your GY, face-up in your Spell & Trap Zone. You can only use each effect of ""Argostars - Adventurous Arion"" once per turn.                    ",2200,2200,4,DARK,2 Level 4 monsters
75730490,Ariane the Labrynth Servant,"Effect Monster,Fiend","You can send 1 Normal Trap from your hand or that's Set on your field to the GY; Special Summon 1 Level 4 or lower Fiend monster from your Deck in Defense Position, except ""Ariane the Labrynth Servant"". If another monster(s) leaves the field by your Normal Trap effect (except during the Damage Step): You can draw 1 card, then you can apply this effect.<br><li>From your hand, either Special Summon 1 Fiend monster, or Set 1 Spell/Trap.<br>You can only use each effect of ""Ariane the Labrynth Servant"" once per turn.                    ",1800,1100,4,DARK,
01225009,Arianna the Labrynth Servant,"Effect Monster,Fiend","If this card is Normal or Special Summoned: You can add 1 ""Labrynth"" card from your Deck to your hand, except ""Arianna the Labrynth Servant"". If another monster(s) leaves the field by your Normal Trap effect (except during the Damage Step): You can draw 1 card, then you can apply this effect.<br><li>From your hand, either Special Summon 1 Fiend monster, or Set 1 Spell/Trap.<br>You can only use 1 ""Arianna the Labrynth Servant"" effect per turn, and only once that turn.                    ",1600,2100,4,DARK,
73602965,Arias the Labrynth Butler,"Effect Monster,Fiend","During the Main Phase (Quick Effect): You can send this card from your hand or field to the GY; Special Summon 1 ""Labrynth"" monster, or Set 1 Normal Trap, from your hand. The Set Normal Trap can be activated this turn. When your opponent activates a card or effect in response to your card or effect activation of a Normal Trap or a ""Labrynth"" card, except ""Arias the Labrynth Butler"" (Quick Effect): You can activate this effect in the GY; Special Summon this card. You can only use each effect of ""Arias the Labrynth Butler"" once per turn.                    ",1500,2500,6,DARK,
29904964,Arisen Gaia the Fierce Knight,"Effect Monster,Warrior","If your opponent controls more monsters than you do, you can Normal Summon this card without Tributing. If this card is Tributed: You can Special Summon 1 ""Black Luster Soldier"" monster from your hand or Graveyard. You can only use this effect of ""Arisen Gaia the Fierce Knight"" once per turn. When you Ritual Summon a ""Black Luster Soldier"" monster, you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon.                    ",2300,2100,7,DARK,
