sifra,ime,tip,efekt
99266988,Chaos Space,normal spell,"Send 1 LIGHT or DARK monster from your hand to the GY; add 1 LIGHT or DARK monster that cannot be Normal Summoned/Set from your Deck to your hand, with a Level from 4 to 8, and with a different Attribute than that monster. You can banish this card from your GY, then target 1 of your banished LIGHT or DARK monsters that cannot be Normal Summoned/Set; place that monster on the bottom of the deck, then draw 1 card. You can only use each effects of ""Chaos Space"" once per turn."
92221402,Chaotic Elements,normal spell,"Add 1 Level 5 or higher monster (LIGHT or DARK, Pyro or Aqua) from your Deck or GY to your hand, then if you have 3 or more Pyro and/or Aqua monsters in your GY, you can destroy 1 card on the field. If your opponent controls a monster (LIGHT or DARK, Pyro or Aqua): You can banish this card from your GY, then target 1 monster your opponent controls; take control of it until the End Phase. You can only use each effect of ""Chaotic Elements"" once per turn."
85325774,Charge Into a Dark World,normal spell,"Target 1 Level 4 or lower Fiend monster in your GY; Special Summon it, then discard 1 Fiend monster. You can only activate 1 ""Charge Into a Dark World"" per turn."
94886282,Charge of the Light Brigade,normal spell,"Send the top 3 cards of your Deck to the Graveyard; add 1 Level 4 or lower ""Lightsworn"" monster from your Deck to your hand."
84482694,Charged-Up Heraldry,normal spell,"Tribute 1 monster; Special Summon 2 ""Heraldic Beast"" monsters from your Deck in Defense Position, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn after this card resolves, except Psychic or Machine monsters. You can only activate 1 ""Charged-Up Heraldry"" per turn."
69313735,Checkmate,normal spell,"Tribute 1 ""Archfiend"" monster, then target 1 ""Terrorking Archfiend"" you control; it can attack directly this turn."
21888494,Chosen One,normal spell,"Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 of the 3 cards. If it is the Monster Card, it is immediately Special Summoned in face-up Attack or Defense Position and the remaining 2 cards are sent to the Graveyard. If it is not a Monster Card, all 3 cards are sent to the Graveyard."
90951921,Chronomaly Technology,normal spell,"Target 1 ""Chronomaly"" monster in your Graveyard; banish it, then look at the top 2 cards of your Deck, add 1 of them to your hand, and send the other to the Graveyard. You can only activate 1 ""Chronomaly Technology"" per turn. You cannot Special Summon any monsters the turn you activate this card, except ""Chronomaly"" monsters."
21570001,Clear New World,normal spell,"Target 1 face-up monster you control; destroy it, and if you do, Special Summon 1 monster from your Deck in Defense Position, with a different original Type and Attribute, whose Level is lower than that monster's original Level, but negate its effects. You can only activate 1 ""Clear New World"" per turn."
88210105,Cloudian Aerosol,normal spell,"Discard 1 ""Cloudian"" monster, then target 1 face-up monster on the field; place Fog Counters on that target equal to its Level. You can banish this card and 1 ""Cloudian"" monster from your GY; Special Summon 1 ""Cloudian"" monster from your Deck. You can only use 1 ""Cloudian Aerosol"" effect per turn, and only once that turn."
80368942,Cocoon Party,normal spell,"Special Summon 1 ""Chrysalis"" monster from your Deck for each ""Neo-Spacian"" monster with a different name in your Graveyard."
60682203,Cold Wave,normal spell,"This card can only be activated at the start of your Main Phase 1. Until your next turn, you and your opponent cannot play or Set any Spell or Trap Cards."
57093995,Condolence Puppet,normal spell,"Send ""Gimmick Puppet"" monsters with different names from your Deck to the GY, up to the number of monsters your opponent controls that were Special Summoned from the Extra Deck +1. You can banish this card from your GY, then target 1 Machine Xyz Monster you control; it cannot be destroyed by your opponent's card effects while face-up on the field. You can only use each effect of ""Condolence Puppet"" once per turn."
17375316,Confiscation,normal spell,"Pay 1000 Life Points. Look at your opponent's hand, select 1 card in it, and discard that card."
90156158,Constellar Star Cradle,normal spell,"Target 2 ""Constellar"" monsters in your Graveyard; add those targets to your hand. You cannot conduct your Battle Phase the turn you activate this card."
35544402,Constellar Twinkle,normal spell,"Target 1 ""Constellar"" monster you control; increase its Level by 1 or 2. If this card is in the Graveyard: You can banish 1 ""Constellar"" monster from your Graveyard; add this card from the Graveyard to your hand. You can only use this effect of ""Constellar Twinkle"" once per turn."
16616620,Contact,normal spell,"Send all ""Chrysalis"" monsters from your side of the field to the Graveyard, and Special Summon 1 monster from your hand or Deck that is written in the card text of those cards."
41933425,Contact Gate,normal spell,"Banish 2 ""Neo-Spacian"" monsters with different names from your GY; Special Summon 2 ""Neo-Spacian"" monsters with different names from your hand, Deck, and/or GY, also, for the rest of this turn you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. If a face-up Fusion Monster that mentions ""Elemental HERO Neos"" as material returns from your field to the Extra Deck: You can banish this card from your GY; Special Summon 1 of your banished ""Neo-Spacian"" monsters. You can only activate 1 ""Contact Gate"" per turn."
83544697,Contact with Gusto,normal spell,"Target 2 ""Gusto"" monsters in your Graveyard and 1 card your opponent controls; shuffle both targets in your Graveyard into the Deck, then destroy the opponent's target."
10925955,Contact with the Aquamirror,normal spell,"If you control a face-up WATER monster, activate 1 of these effects. If you control a face-up WATER Ritual Monster, you can activate both of these effects:<br><li>Look at all Set cards in your opponent's Spell & Trap Card Zones.<li>Look at the 2 top cards of either player's Deck and return them to the top of the Deck in any order."
33244944,Contract with Exodia,normal spell,"You can only activate this card when you have Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"", and ""Left Leg of the Forbidden One"" in your Graveyard. Special Summon 1 ""Exodia Necross"" from your hand."""
19828680,Contract with the Void,normal spell,"If you have 3 or more other cards in your hand: Discard your entire hand, then you can Special Summon 1 ""Infernity"" monster or 1 Level 8 DARK Dragon Synchro Monster from your GY."
82639107,Convert Contact,normal spell,"If you control no monsters: Send 2 ""Neo-Spacian"" monsters (1 from your hand and 1 from your Deck) to they GY, then draw 2 cards."
13997673,Core Compression,normal spell,"Reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand and discard 1 ""Koa'ki Meiru"" monster to activate this card. Draw 2 cards."
02561846,"Corruption Cell ""A""",normal spell,Place 1 A-Counter on 1 face-up monster on your opponent's side of the field.
23265313,Cost Down,normal spell,"Discard 1 card; for the rest of this turn, reduce the Levels of all monsters in your hand by 2 (even after they are Summoned)."
38834303,Counter Cleaner,normal spell,Pay 500 LP; remove all counters on the field.
15305240,Creature Seizure,normal spell,Each player gives their opponent control of 1 of their monsters (controller's choice). You must choose a face-up Normal Monster.
31036355,Creature Swap,normal spell,Each player chooses 1 monster they control and switches control of those monsters with each other. Those monsters cannot change their battle positions for the rest of this turn.
78811937,Creeping Darkness,normal spell,Banish 2 DARK monsters from your Graveyard; add 1 Level 4 DARK monster from your Deck to your hand.
46961802,Cross Attack,normal spell,"Target 2 face-up Attack Position monsters you control with the same ATK; this turn, one of the them can attack your opponent directly and the other cannot attack."
20862918,Cross Breed,normal spell,"Banish 2 monsters from your hand and/or face-up field with the same original Type and Attribute, but different names; add 1 monster with the same original Type and Attribute as those monsters, but a different name, from your Deck to your hand. You can only activate 1 ""Cross Breed"" per turn."
53241226,Cross Over,normal spell,"Target 1 face-up monster your opponent controls and 1 Warrior monster you control; equip that opponent's face-up monster to your monster as an Equip Spell, and if you do, until the end of this turn, your opponent takes no damage from battles involving that monster you control. You can only activate 1 ""Cross Over"" per turn. While equipped, if the equipped monster would be destroyed by battle or card effect, destroy the monster equipped to it by this effect, instead."
72881007,Crystal Abundance,normal spell,"Send 4 ""Crystal Beast"" cards from your Spell & Trap Zone to the GY; send as many cards on the field as possible to the GY, then Special Summon as many ""Crystal Beast"" monsters as possible from your GY, up to the number of cards sent from your opponent's field to the GY by this card's effect."
58371671,Crystal Aegis,normal spell,"Target 1 ""Crystal Beast"" Monster Card you control; destroy it, then Special Summon 1 ""Crystal Beast Token"" with the destroyed monster's original Type, Attribute, Level, and ATK/DEF. If a ""Crystal Beast"" card(s) is placed in your Spell & Trap Zone while this card is in your GY, even during the Damage Step: You can banish this card; Special Summon 1 ""Crystal Beast"" Monster Card from your Spell & Trap Zone. You can only use this effect of ""Crystal Aegis"" once per turn."
